,iterationsNumber,seriousStepNumber,objectiveValue,objectiveValueBar,bestObjectiveValue,bestcertifiedObjectiveValue,mainObjective,delta,gradnorm,mu,mbundle,minEigenvalue,qpTime,oracleTime,bmTime,gramTime,concaTime,num_cuts
11,11,3,1206607.9196659708,1206607.9196659708,1206607.9196659708,1206607.9196578073,1207984.3392270973,1806.9554910953157,19.815738561827025,2.60217825,0.01,-1376.419561126573,0.42382121086120605,0.39425015449523926,0.02166128158569336,0.0075037479400634766,-0.020453214645385742,2683
12,12,3,1206568.6447103648,1206607.9196659708,1206607.9196659708,1206607.9196578073,1207864.5611713596,1332.377650569193,17.82575063111917,2.60217825,0.01,-1295.916460994802,0.42801332473754883,0.40548205375671387,0.01960015296936035,0.00751948356628418,-0.020540475845336914,2687
13,13,4,1207050.7626470812,1207050.7626470812,1207050.7626470812,1207050.7626448895,1207920.0471929312,1328.1962008194532,17.148061606850366,2.4720693375,0.01,-869.2845458499393,0.43715715408325195,0.41293907165527344,0.019642353057861328,0.00856637954711914,-0.021885156631469727,2693
14,14,5,1207136.182820507,1207136.182820507,1207136.182820507,1207136.1828177988,1207932.057247909,984.4193238411099,15.702713189820175,2.3484658706249997,0.01,-795.8744274019813,0.4275968074798584,0.4041769504547119,0.019898176193237305,0.007515430450439453,-0.02066183090209961,2701
15,15,6,1207284.0692830519,1207284.0692830519,1207284.0692830519,1207284.06928031,1207953.9783036804,988.8853993448429,15.09208077375774,2.2310425770937496,0.01,-669.9090206286412,0.42114925384521484,0.40767359733581543,0.023893117904663086,0.007576704025268555,-0.021184682846069336,2693
16,16,6,945074.0458095516,1207284.0692830519,1207284.0692830519,1207284.06928031,1208128.9188437017,881.6694962801412,13.604978744736046,2.2310425770937496,0.01,-263054.8730341501,0.8739368915557861,0.40274667739868164,0.03467130661010742,0.0074558258056640625,-0.02158498764038086,2694
17,17,7,1207630.462172992,1207630.462172992,1207630.462172992,1207630.4621669583,1208225.3401928195,855.6532746171579,13.408880919504162,2.119490448239062,0.01,-594.8780198273241,0.9573092460632324,0.41677093505859375,0.021519899368286133,0.00888967514038086,-0.03057265281677246,2710
18,18,8,1207818.1669245695,1207818.1669245695,1207818.1669245695,1207818.1669159876,1208393.0175426232,552.155184694333,10.51125166781628,2.2199013082243875,0.01,-574.8506180537611,0.9103953838348389,0.39843273162841797,0.22751116752624512,0.00871133804321289,-0.02341461181640625,2681
19,19,8,-1793363.7881850211,1207818.1669245695,1207818.1669245695,1207818.1669159876,1208411.9564800395,297.1877648604568,8.561526846756884,2.2199013082243875,0.01,-3001775.7446650607,0.8886339664459229,0.39505887031555176,0.020547866821289062,0.008260488510131836,-0.022194385528564453,2682
20,20,8,1023847.9381460412,1207818.1669245695,1207818.1669245695,1207818.1669159876,1208401.7727538927,291.0227562256623,8.41439408444858,2.2199013082243875,0.01,-184553.83460785152,0.8681297302246094,0.3964524269104004,0.02073192596435547,0.007442951202392578,-0.021658658981323242,2684
21,21,8,1184006.317181644,1207818.1669245695,1207818.1669245695,1207818.1669159876,1208398.145468749,288.34042874956504,8.36640749388614,2.2199013082243875,0.01,-24391.828287104963,0.9100170135498047,0.4127330780029297,0.019894123077392578,0.00793313980102539,-0.02321338653564453,2685
22,22,8,1197066.9223818984,1207818.1669245695,1207818.1669245695,1207818.1669159876,1208398.017435756,286.2309158779681,8.33831380284938,2.2199013082243875,0.01,-11331.095053857756,0.8929753303527832,0.39942288398742676,0.020269155502319336,0.008264303207397461,-0.02130889892578125,2687
23,23,8,1205093.2774798297,1207818.1669245695,1207818.1669245695,1207818.1669159876,1208394.3480189133,283.2885745689273,8.312095991140373,2.2199013082243875,0.01,-3301.070539083538,0.8640332221984863,0.39827942848205566,0.02034473419189453,0.007565736770629883,-0.021281957626342773,2689
24,24,8,1206737.277818122,1207818.1669245695,1207818.1669245695,1207818.1669159876,1208388.018073273,280.7519735908136,8.303818123355748,2.330896373635607,0.01,-1650.7402551508912,0.9254581928253174,0.3951606750488281,0.021555662155151367,0.008867740631103516,-0.023111581802368164,2691
25,25,8,1207364.6667967932,1207818.1669245695,1207818.1669245695,1207818.1669159876,1208388.693522019,278.0997958513908,8.334289053484106,2.330896373635607,0.01,-1024.0267252257518,0.8740348815917969,0.40040159225463867,0.02025437355041504,0.008517026901245117,-0.022618532180786133,2693
26,26,8,1207663.487142772,1207818.1669245695,1207818.1669245695,1207818.1669159876,1208383.6422239733,276.87808690057136,8.354738223440943,2.330896373635607,0.01,-720.1550812014314,0.7630672454833984,0.40822410583496094,0.019943714141845703,0.007722139358520508,-0.02304697036743164,2695
27,27,8,1207814.1330892062,1207818.1669245695,1207818.1669245695,1207818.1669159876,1208386.2110252073,276.0869716722518,8.3690432237002,2.330896373635607,0.01,-572.0779360011161,0.5646257400512695,0.3950774669647217,0.019977807998657227,0.007534980773925781,-0.02081298828125,2705
28,28,9,1207907.5283585826,1207907.5283585826,1207907.5283585826,1207907.5283505293,1208383.3631845403,274.2341348982882,8.430004922008902,2.330896373635607,0.01,-475.8348259576391,0.5683863162994385,0.40128636360168457,0.02256464958190918,0.007673025131225586,-0.02084803581237793,2727
29,29,10,1207983.250742791,1207983.250742791,1207983.250742791,1207983.2507349444,1208373.7763920464,207.78870684280992,7.446033743158436,2.2143515549538266,0.01,-390.52564925541253,0.8973381519317627,0.39937710762023926,0.022020339965820312,0.008807897567749023,-0.022530317306518555,2767
30,30,10,-546673779.4703063,1207983.250742791,1207983.250742791,1207983.2507349444,1208360.7408597746,149.99293517833576,6.814460775641705,2.2143515549538266,0.01,-547882140.211166,0.7527987957000732,0.409618616104126,0.02045130729675293,0.007874727249145508,-0.0214080810546875,2768
31,31,10,840971.926400598,1207983.250742791,1207983.250742791,1207983.2507349444,1208367.179509516,141.0463453012053,6.713758117388302,2.2143515549538266,0.01,-367395.2531089181,1.6711523532867432,0.3978404998779297,0.019580364227294922,0.007865190505981445,-0.02196812629699707,2769
32,32,10,992233.4773235323,1207983.250742791,1207983.250742791,1207983.2507349444,1208366.5219224396,140.61703446414322,6.727390140770956,2.2143515549538266,0.01,-216133.0445989072,0.8715376853942871,0.4008066654205322,0.019947528839111328,0.007955074310302734,-0.021375417709350586,2770
33,33,10,1142241.1511067078,1207983.250742791,1207983.250742791,1207983.2507349444,1208362.5962337358,134.40308862063102,6.993512474640022,2.2143515549538266,0.01,-66121.44512702813,4.024581670761108,0.40178656578063965,0.02031421661376953,0.008017539978027344,-0.021460533142089844,2771
34,34,10,1169708.973188625,1207983.250742791,1207983.250742791,1207983.2507349444,1208360.403785183,134.37275938270614,6.994377266127335,2.2143515549538266,0.01,-38651.430596558115,0.9119274616241455,0.4071009159088135,0.021436452865600586,0.00847172737121582,-0.022281169891357422,2772
35,35,10,1195739.1250124932,1207983.250742791,1207983.250742791,1207983.2507349444,1208355.7134695025,132.1932645337656,7.017856762493255,2.3250691327015183,0.01,-12616.5884570093,4.056610345840454,0.40660881996154785,0.020594358444213867,0.008005142211914062,-0.022129058837890625,2773
36,36,10,1181544.6334811943,1207983.250742791,1207983.250742791,1207983.2507349444,1208359.4427151212,131.63951028697193,7.033178869906006,2.3250691327015183,0.01,-26814.80923392703,0.8638792037963867,0.3997359275817871,0.01972198486328125,0.008103370666503906,-0.021694183349609375,2774
37,37,10,1202701.8749483763,1207983.250742791,1207983.250742791,1207983.2507349444,1208354.247185813,129.49963606661186,7.156247621795104,2.3250691327015183,0.01,-5652.372237436778,4.009959697723389,0.40250444412231445,0.01987457275390625,0.007986783981323242,-0.021491527557373047,2775
38,38,10,1204416.5853090673,1207983.250742791,1207983.250742791,1207983.2507349444,1208327.509180767,129.54240123508498,7.16036943187423,2.3250691327015183,0.01,-3910.923871699799,0.8824517726898193,0.4060020446777344,0.01993107795715332,0.008521795272827148,-0.022589683532714844,2776
39,39,10,1206206.2677822146,1207983.250742791,1207983.250742791,1207983.2507349444,1208355.034968827,128.21070050192066,7.137781885573249,2.3250691327015183,0.01,-2148.76718661228,4.0474936962127686,0.4072561264038086,0.01999521255493164,0.00801849365234375,-0.02157735824584961,2777
40,40,10,1206668.7802935073,1207983.250742791,1207983.250742791,1207983.2507349444,1208315.4881542074,128.26731854025275,7.143713850871413,2.441322589336594,0.01,-1646.7078607001674,0.8596715927124023,0.40167665481567383,0.020154953002929688,0.007962942123413086,-0.02194976806640625,2779
41,41,10,1207418.0990562586,1207983.250742791,1207983.250742791,1207983.2507349444,1208356.6341586523,126.62200530385599,7.245720512367531,2.441322589336594,0.01,-938.5351023936694,4.05492639541626,0.3995530605316162,0.020150184631347656,0.007912158966064453,-0.021422147750854492,2780
42,42,10,1207511.3305357757,1207983.250742791,1207983.250742791,1207983.2507349444,1208307.879315466,126.68683094461448,7.254199463303118,2.441322589336594,0.01,-796.5487796902798,0.8824160099029541,0.4013478755950928,0.020914793014526367,0.008742094039916992,-0.022359132766723633,2810
43,43,10,1207805.788277144,1207983.250742791,1207983.250742791,1207983.2507349444,1208351.858189652,119.50712684867904,7.4277268431094985,2.441322589336594,0.01,-546.0699125078946,4.026203155517578,0.40381526947021484,0.020247697830200195,0.00809931755065918,-0.02190113067626953,2811
44,44,10,1207737.7838894255,1207983.250742791,1207983.250742791,1207983.2507349444,1208240.9042216092,119.72242176905274,7.46794134245798,2.441322589336594,0.01,-503.120332183816,0.8729960918426514,0.40146517753601074,0.022255420684814453,0.008236408233642578,-0.022104263305664062,2879
45,45,10,1207969.715130927,1207983.250742791,1207983.250742791,1207983.2507349444,1208352.5742855088,113.12977349944413,7.923788031941418,2.563388718803424,0.01,-382.8591545817538,4.331814289093018,0.40174341201782227,0.02055525779724121,0.008415460586547852,-0.022374868392944336,2880
46,46,10,1206911.7048737952,1207983.250742791,1207983.250742791,1207983.2507349444,1208352.884932425,112.46299337036908,7.983330912366775,2.563388718803424,0.01,-1441.1800586298384,0.9167208671569824,0.4058349132537842,0.01985907554626465,0.00901341438293457,-0.023550748825073242,2881
47,47,11,1208021.2881127507,1208021.2881127507,1208021.2881127507,1208021.2881048897,1208352.925404127,112.33321409323253,8.013819558382037,2.563388718803424,0.01,-331.6372913763248,0.912635326385498,0.44576525688171387,0.021308183670043945,0.00880122184753418,-0.024634838104248047,2885
48,48,11,1207975.6819244411,1208021.2881127507,1208021.2881127507,1208021.2881048897,1208318.8470910832,96.99637020356022,7.117969049185899,2.563388718803424,0.01,-343.16516664204465,0.9757716655731201,0.40831685066223145,0.020684242248535156,0.012263774871826172,-0.03574657440185547,2889
49,49,11,1206472.9128783492,1208021.2881127507,1208021.2881127507,1208021.2881048897,1208336.6258305383,95.28189184889197,6.4112170138314495,2.563388718803424,0.01,-1863.7129521890686,1.7082533836364746,0.4053969383239746,0.01987314224243164,0.010625600814819336,-0.025268077850341797,2890
50,50,11,1207979.3615437136,1208021.2881127507,1208021.2881127507,1208021.2881048897,1208338.4894240566,94.47401602636091,6.063898584450279,2.563388718803424,0.01,-359.1278803429638,0.9402971267700195,0.40645790100097656,0.021347522735595703,0.009346723556518555,-0.02429056167602539,2892
51,51,11,1207995.8512814841,1208021.2881127507,1208021.2881127507,1208021.2881048897,1208336.6702162256,94.28054914600216,5.976725312009179,2.563388718803424,0.01,-340.81893474131465,0.878504753112793,0.4345695972442627,0.023677587509155273,0.008938074111938477,-0.02376079559326172,2970
52,52,12,1208057.7596260991,1208057.7596260991,1208057.7596260991,1208057.759618046,1208335.6786036799,93.33913828781806,5.718546022526108,2.563388718803424,0.01,-277.9189775807986,1.5967061519622803,0.40886855125427246,0.027843713760375977,0.010271310806274414,-0.02567768096923828,3081
53,53,12,-42306705.82205248,1208057.7596260991,1208057.7596260991,1208057.759618046,1208314.4856233746,68.36285878694616,5.403783294457866,2.563388718803424,0.01,-43515020.30767585,0.9180331230163574,0.40366125106811523,0.020185470581054688,0.00954437255859375,-0.02483391761779785,3082
54,54,12,1081921.8436175073,1208057.7596260991,1208057.7596260991,1208057.759618046,1208321.288781941,65.07538253534585,4.761651635265718,2.563388718803424,0.01,-126399.44516443374,2.6331143379211426,0.40712785720825195,0.020201444625854492,0.010393857955932617,-0.026248931884765625,3083
55,55,12,-848834.4830000389,1208057.7596260991,1208057.7596260991,1208057.759618046,1208325.8878117125,63.081585781183094,4.465320006602057,2.563388718803424,0.01,-2057160.3708117513,1.9195466041564941,0.40146827697753906,0.0201261043548584,0.009381771087646484,-0.02459859848022461,3084
56,56,12,1206987.3207488435,1208057.7596260991,1208057.7596260991,1208057.759618046,1208324.8874600409,63.191589230904356,4.456820772117825,2.563388718803424,0.01,-1337.5667111974174,0.4432559013366699,0.4073960781097412,0.020214080810546875,0.00963735580444336,-0.024407625198364258,3086
57,57,12,1169676.2550573363,1208057.7596260991,1208057.7596260991,1208057.759618046,1208326.900441131,61.447918655583635,4.331544154448282,2.563388718803424,0.01,-38650.64538379491,1.969144582748413,0.4032573699951172,0.020681142807006836,0.010780096054077148,-0.02633070945739746,3088
58,58,12,1203876.2825751295,1208057.7596260991,1208057.7596260991,1208057.759618046,1208326.7756931765,60.92722906731069,4.308936653627077,2.6915581547435954,0.01,-4450.493118046949,1.430931806564331,0.4044373035430908,0.020611047744750977,0.009697914123535156,-0.02540898323059082,3089
59,59,12,1206392.2877230213,1208057.7596260991,1208057.7596260991,1208057.759618046,1208326.7572885691,60.724900824949145,4.310525205917095,2.6915581547435954,0.01,-1934.4695655478124,0.43780994415283203,0.403944730758667,0.019900798797607422,0.009632587432861328,-0.024292707443237305,3090
60,60,12,1207071.9774080715,1208057.7596260991,1208057.7596260991,1208057.759618046,1208327.4221096549,60.69171674805693,4.30882523825546,2.6915581547435954,0.01,-1255.4447015832834,0.44303202629089355,0.40418314933776855,0.01975107192993164,0.009633064270019531,-0.02449822425842285,3092
61,61,12,1207418.3201804524,1208057.7596260991,1208057.7596260991,1208057.759618046,1208327.7071117833,60.64181403792463,4.30803366471791,2.6915581547435954,0.01,-909.3869313308251,0.4399087429046631,0.40433216094970703,0.019843578338623047,0.009767770767211914,-0.024365663528442383,3095
62,62,12,1207701.0586184352,1208057.7596260991,1208057.7596260991,1208057.759618046,1208328.0931362463,59.956052971305326,4.315715131346459,2.6915581547435954,0.01,-627.0345178110576,0.6298856735229492,0.4105687141418457,0.020151853561401367,0.011043787002563477,-0.02604389190673828,3098
63,63,12,1207872.9955635238,1208057.7596260991,1208057.7596260991,1208057.759618046,1208328.373408519,59.827642168616876,4.318452528942869,2.826136062480775,0.01,-455.37784499512736,0.7899980545043945,0.4025304317474365,0.025146484375,0.009918451309204102,-0.02460193634033203,3101
64,64,12,1207934.9414176913,1208057.7596260991,1208057.7596260991,1208057.759618046,1208328.3605711996,59.66292355256155,4.319697292562807,2.826136062480775,0.01,-393.419153508373,0.29392290115356445,0.4319798946380615,0.020762205123901367,0.010801076889038086,-0.030527591705322266,3104
65,65,12,1207974.626691933,1208057.7596260991,1208057.7596260991,1208057.759618046,1208329.1858993701,59.265408244449645,4.346166403253369,2.826136062480775,0.01,-354.5592074369892,1.9777441024780273,0.40583348274230957,0.021630048751831055,0.009820699691772461,-0.024933338165283203,3107
66,66,12,1208015.3941458268,1208057.7596260991,1208057.7596260991,1208057.759618046,1208328.6033960884,59.22336378018372,4.350432255221457,2.826136062480775,0.01,-313.2092502615348,0.47536778450012207,0.4055335521697998,0.0203096866607666,0.01055908203125,-0.026662349700927734,3113
67,67,12,1208026.589034459,1208057.7596260991,1208057.7596260991,1208057.759618046,1208329.1697110576,59.146847889525816,4.353382382066422,2.826136062480775,0.01,-302.58067659849394,0.7746047973632812,0.4016590118408203,0.02036762237548828,0.00978708267211914,-0.02457594871520996,3119
68,68,12,1208049.400427919,1208057.7596260991,1208057.7596260991,1208057.759618046,1208328.7094057982,59.14715265412815,4.354034287739442,2.967442865604814,0.01,-279.3089778792148,0.28910231590270996,0.40187883377075195,0.024636030197143555,0.011214971542358398,-0.026467561721801758,3239
69,69,12,1208053.9488902255,1208057.7596260991,1208057.7596260991,1208057.759618046,1208329.0388282335,58.98596443608403,4.354691178670901,2.967442865604814,0.01,-275.0899380079617,0.28014302253723145,0.4020965099334717,0.02715587615966797,0.010396242141723633,-0.025831937789916992,3447
70,70,12,1208055.3572151377,1208057.7596260991,1208057.7596260991,1208057.759618046,1208329.0172521267,58.983979099895805,4.354739377621989,2.967442865604814,0.01,-273.66003698893053,0.2866251468658447,0.40418338775634766,0.029358863830566406,0.011374950408935547,-0.027365446090698242,3695
71,71,12,1208057.2300570894,1208057.7596260991,1208057.7596260991,1208057.759618046,1208329.0287475092,58.98188276379369,4.354751728056412,2.967442865604814,0.01,-271.7986904198798,0.2952601909637451,0.40230870246887207,0.027916431427001953,0.012733697891235352,-0.02957892417907715,3922
72,72,13,1208058.1972082574,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208329.0452470963,58.97965691052377,4.354730524057153,2.967442865604814,0.01,-270.848038838843,0.30821704864501953,0.4008910655975342,0.028794527053833008,0.012879371643066406,-0.030773162841796875,4191
73,73,13,1208009.240998483,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208316.789229016,64.87613154691644,4.332245211840825,2.967442865604814,0.01,-307.54823053305677,0.5124711990356445,0.40147852897644043,0.020087003707885742,0.014417886734008789,-0.03274202346801758,4196
74,74,13,1208008.5457169332,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208317.0092378838,64.87052206229419,4.330450418124331,2.967442865604814,0.01,-308.4635209505256,0.3170645236968994,0.4013063907623291,0.02032160758972168,0.014045238494873047,-0.0329742431640625,4201
75,75,13,1208013.3883811266,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208317.0720485917,64.86589702311903,4.328885567245228,2.967442865604814,0.01,-303.6836674650825,0.3277146816253662,0.4035320281982422,0.02052927017211914,0.015419721603393555,-0.03530430793762207,4217
76,76,13,1208017.1605958235,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208317.0820996696,64.86119508324191,4.32718208422918,2.967442865604814,0.01,-299.9215038459933,0.3319263458251953,0.4183840751647949,0.021456003189086914,0.014280080795288086,-0.033102989196777344,4250
77,77,13,1208020.7777569406,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208317.0840313856,64.85632991837338,4.325393112924764,2.967442865604814,0.01,-296.30627444497406,0.3266868591308594,0.40133142471313477,0.022292137145996094,0.014503717422485352,-0.033892154693603516,4282
78,78,13,1208024.353759339,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208317.0918041246,64.85135441529565,4.323580591637591,3.115815008885055,0.01,-292.73804478566643,0.31980228424072266,0.40360021591186523,0.02103567123413086,0.014751195907592773,-0.034349918365478516,4302
79,79,13,1208029.1840310174,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208317.7184105206,64.69661093200557,4.321864891923872,3.115815008885055,0.01,-288.53437950314606,0.31831908226013184,0.4013245105743408,0.020697593688964844,0.015140295028686523,-0.0339202880859375,4320
80,80,13,1208033.7451044805,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208317.7240003766,64.69184206216596,4.320151421912389,3.115815008885055,0.01,-283.9788958961547,0.3260762691497803,0.4018669128417969,0.020191669464111328,0.014981508255004883,-0.03406953811645508,4321
81,81,13,1208033.8354679719,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208317.7319969025,64.68709986051545,4.318454637783186,3.115815008885055,0.01,-283.8965289305419,0.32574892044067383,0.4021174907684326,0.021843433380126953,0.015270709991455078,-0.03374910354614258,4370
82,82,13,1208038.390840647,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208317.7238397065,64.68216238124296,4.316682647321689,3.115815008885055,0.01,-279.3329990594981,0.3264172077178955,0.39420270919799805,0.023478031158447266,0.015474796295166016,-0.03458809852600098,4372
83,83,13,1208038.6000756654,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208317.7281990373,64.67725276341662,4.314926979050306,3.271605759329308,0.01,-279.12812337190684,0.3576169013977051,0.3875584602355957,0.021585464477539062,0.021065950393676758,-0.0441279411315918,4399
84,84,13,1208043.0296397016,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208318.3160793625,64.5302575561218,4.313260031113436,3.271605759329308,0.01,-275.2864396608891,0.3332843780517578,0.4017496109008789,0.02025914192199707,0.01633167266845703,-0.0348660945892334,4405
85,85,13,1208043.4948505654,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208318.3181292396,64.52553878049366,4.31159519026017,3.271605759329308,0.01,-274.82327867405735,0.32744312286376953,0.40644359588623047,0.0326237678527832,0.01668524742126465,-0.03511643409729004,4698
86,86,13,1208044.949249418,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208318.2835717031,64.52045601746067,4.309780656510271,3.271605759329308,0.01,-273.33432228509673,0.375363826751709,0.4109351634979248,0.020155906677246094,0.019718408584594727,-0.041296958923339844,4699
87,87,13,1208045.131281017,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208318.281081307,64.51540027931333,4.307977626162238,3.271605759329308,0.01,-273.14980029000327,0.349520206451416,0.40241479873657227,0.025635242462158203,0.017932415008544922,-0.03724336624145508,4880
88,88,13,1208045.7415499464,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208318.2661634285,64.51025912328623,4.306147100051571,3.4351860472957734,0.01,-272.5246134822523,0.34808897972106934,0.39945030212402344,0.026625633239746094,0.018341779708862305,-0.0386500358581543,5088
89,89,13,1208047.8696040064,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208318.8185762905,64.37036381731741,4.304407095685541,3.4351860472957734,0.01,-270.94897228409184,0.3550693988800049,0.40163183212280273,0.024130821228027344,0.019425153732299805,-0.04045915603637695,5210
90,90,13,1208048.8559999058,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208318.7925936119,64.36520045809448,4.302573233985602,3.4351860472957734,0.01,-269.9365937059912,0.38259267807006836,0.40056276321411133,0.020234346389770508,0.022212743759155273,-0.04417228698730469,5213
91,91,13,1208049.5807859113,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208318.787912343,64.36009161616676,4.300771261968739,3.4351860472957734,0.01,-269.2071264316726,0.35936951637268066,0.4017620086669922,0.02049088478088379,0.02035999298095703,-0.04105401039123535,5215
92,92,13,1208049.9755304782,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208318.784254328,64.35498865065165,4.2989752272763955,3.4351860472957734,0.01,-268.8087238498492,0.3586857318878174,0.409390926361084,0.021403074264526367,0.01949000358581543,-0.04114246368408203,5228
93,93,13,1208051.3034415033,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208318.773525341,64.3498559850268,4.297172663597216,3.6069453496605623,0.01,-267.470083837524,0.3627331256866455,0.40190911293029785,0.020449399948120117,0.020331859588623047,-0.04188179969787598,5230
94,94,13,1208052.8906678846,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208319.2982423687,64.21695723128505,4.295468517857617,3.6069453496605623,0.01,-266.40757448404287,0.3596937656402588,0.398878812789917,0.020418882369995117,0.019870281219482422,-0.04156804084777832,5240
95,95,13,1208053.3304224468,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208319.290696413,64.21203930885531,4.29377213880874,3.6069453496605623,0.01,-265.9602739661942,0.362384557723999,0.39983248710632324,0.028164386749267578,0.020873546600341797,-0.04157280921936035,5481
96,96,13,1208054.4994129722,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208319.2664254375,64.20688746124506,4.292014940924483,3.6069453496605623,0.01,-264.76701246529234,0.37256765365600586,0.39984869956970215,0.020258188247680664,0.021239519119262695,-0.04323935508728027,5483
97,97,13,1208055.349361568,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208319.258854695,64.20177724538371,4.290284773868027,3.6069453496605623,0.01,-263.9094931268486,0.38719606399536133,0.40046262741088867,0.0201568603515625,0.02362847328186035,-0.04594016075134277,5485
98,98,13,1208055.7739961115,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208319.2487007575,64.19674902153201,4.288605590978217,3.787292617143591,0.01,-263.47470464604555,0.37859034538269043,0.4008455276489258,0.02307295799255371,0.021187305450439453,-0.04310178756713867,5490
99,99,13,1208057.304841466,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208319.7445446101,64.07048228592612,4.287004987698069,3.787292617143591,0.01,-262.4397031442067,0.37366747856140137,0.4051344394683838,0.020725011825561523,0.023897647857666016,-0.047041893005371094,5498
100,100,13,1208057.5922032888,1208058.1972082574,1208058.1972082574,1208058.1971986939,1208319.73687401,64.06561167142354,4.285407094963974,3.787292617143591,0.01,-262.1446707212462,0.37291574478149414,0.4006507396697998,0.020302534103393555,0.021961688995361328,-0.043590545654296875,5505
